ICAO,IATA,Airport,Location,Country,,AIRPORT_ID,AIRPORT_DETAILS
KPFN,PFN,Panama City-Bay County Intl Airport,"Panama City, Florida",USA,,,"KPFN/PFN - Panama City-Bay County Intl Airport, Panama City, Florida(USA)"
KPKB,PKB,Mid-Ohio Valley Regional Airport,"Parkersburg, West Virginia",USA,,,"KPKB/PKB - Mid-Ohio Valley Regional Airport, Parkersburg, West Virginia(USA)"
KPSC,PSC,Tri-Cities Airport,"Pasco, Washington",USA,,,"KPSC/PSC - Tri-Cities Airport, Pasco, Washington(USA)"
KPLN,PLN,Pellston Regional Airport of Emmet County,"Pellston, Michigan",USA,,,"KPLN/PLN - Pellston Regional Airport of Emmet County, Pellston, Michigan(USA)"
KPDT,PDT,Eastern Oregon Regional Airport at Pendleton,"Pendleton, Oregon",USA,,,"KPDT/PDT - Eastern Oregon Regional Airport at Pendleton, Pendleton, Oregon(USA)"
KPNS,PNS,Pensacola Regional Airport,"Pensacola, Florida",USA,,,"KPNS/PNS - Pensacola Regional Airport, Pensacola, Florida(USA)"
KPIA,PIA,Greater Peoria Regional Airport,"Peoria, Illinois",USA,,,"KPIA/PIA - Greater Peoria Regional Airport, Peoria, Illinois(USA)"
PAPG,PSG,Petersburg James A. Johnson Airport,"Petersburg, Alaska",USA,,,"PAPG/PSG - Petersburg James A. Johnson Airport, Petersburg, Alaska(USA)"
KPHL,PHL,Philadelphia Intl Airport,"Philadelphia, Pennsylvania",USA,,,"KPHL/PHL - Philadelphia Intl Airport, Philadelphia, Pennsylvania(USA)"
KPHX,PHX,Phoenix Sky Harbor Intl Airport,"Phoenix, Arizona",USA,,,"KPHX/PHX - Phoenix Sky Harbor Intl Airport, Phoenix, Arizona(USA)"
KPIR,PIR,Pierre Regional Airport,"Pierre, South Dakota",USA,,,"KPIR/PIR - Pierre Regional Airport, Pierre, South Dakota(USA)"
KPIT,PIT,Pittsburgh Intl Airport,"Pittsburgh, Pennsylvania",USA,,,"KPIT/PIT - Pittsburgh Intl Airport, Pittsburgh, Pennsylvania(USA)"
KPIH,PIH,Pocatello Regional Airport,"Pocatello, Idaho",USA,,,"KPIH/PIH - Pocatello Regional Airport, Pocatello, Idaho(USA)"
KCLM,CLM,William R. Fairchild Intl Airport,"Port Angeles, Washington",USA,,,"KCLM/CLM - William R. Fairchild Intl Airport, Port Angeles, Washington(USA)"
KPCW,PCW,Erie-Ottawa Regional Airport (Carl R. Keller Field),"Port Clinton, Ohio",USA,,,"KPCW/PCW - Erie-Ottawa Regional Airport (Carl R. Keller Field), Port Clinton, Ohio(USA)"
KPWM,PWM,Portland Intl Jetport,"Portland, Maine",USA,,,"KPWM/PWM - Portland Intl Jetport, Portland, Maine(USA)"
KPDX,PDX,Portland Intl Airport,"Portland, Oregon",USA,,,"KPDX/PDX - Portland Intl Airport, Portland, Oregon(USA)"
KPSM,PSM,Pease Intl Tradeport Airport,"Portsmouth, New Hampshire",USA,,,"KPSM/PSM - Pease Intl Tradeport Airport, Portsmouth, New Hampshire(USA)"
KPQI,PQI,Northern Maine Regional Airport,"Presque Isle, Maine",USA,,,"KPQI/PQI - Northern Maine Regional Airport, Presque Isle, Maine(USA)"
KPVD,PVD,Theodore Francis Green State Airport,"Providence, Rhode Island",USA,,,"KPVD/PVD - Theodore Francis Green State Airport, Providence, Rhode Island(USA)"
KPVC,PVC,Provincetown Municipal Airport,"Provincetown, Massachusetts",USA,,,"KPVC/PVC - Provincetown Municipal Airport, Provincetown, Massachusetts(USA)"
KPUW,PUW,Pullman-Moscow Regional Airport,"Pullman, Washington",USA,,,"KPUW/PUW - Pullman-Moscow Regional Airport, Pullman, Washington(USA)"
KUIN,UIN,Quincy Regional Airport (Baldwin Field),"Quincy, Illinois",USA,,,"KUIN/UIN - Quincy Regional Airport (Baldwin Field), Quincy, Illinois(USA)"
KRDU,RDU,Raleigh-Durham Intl Airport,"Raleigh, North Carolina",USA,,,"KRDU/RDU - Raleigh-Durham Intl Airport, Raleigh, North Carolina(USA)"
KRAP,RAP,Rapid City Regional Airport,"Rapid City, South Dakota",USA,,,"KRAP/RAP - Rapid City Regional Airport, Rapid City, South Dakota(USA)"
KRDG,RDG,Reading Regional Airport (Carl A. Spaatz Field),"Reading, Pennsylvania",USA,,,"KRDG/RDG - Reading Regional Airport (Carl A. Spaatz Field), Reading, Pennsylvania(USA)"
KRDD,RDD,Redding Municipal Airport,"Redding, California",USA,,,"KRDD/RDD - Redding Municipal Airport, Redding, California(USA)"
KRDM,RDM,Redmond Municipal Airport (Roberts Field),"Redmond, Oregon",USA,,,"KRDM/RDM - Redmond Municipal Airport (Roberts Field), Redmond, Oregon(USA)"
KRNO,RNO,Reno/Tahoe Intl Airport,"Reno, Nevada",USA,,,"KRNO/RNO - Reno/Tahoe Intl Airport, Reno, Nevada(USA)"
KRHI,RHI,Rhinelander-Oneida County Airport,"Rhinelander, Wisconsin",USA,,,"KRHI/RHI - Rhinelander-Oneida County Airport, Rhinelander, Wisconsin(USA)"
KRIC,RIC,Richmond Intl Airport,"Richmond, Virginia",USA,,,"KRIC/RIC - Richmond Intl Airport, Richmond, Virginia(USA)"
KRIW,RIW,Riverton Regional Airport,"Riverton, Wyoming",USA,,,"KRIW/RIW - Riverton Regional Airport, Riverton, Wyoming(USA)"
KROA,ROA,Roanoke Regional Airport (Woodrum Field),"Roanoke, Virginia",USA,,,"KROA/ROA - Roanoke Regional Airport (Woodrum Field), Roanoke, Virginia(USA)"
KRST,RST,Rochester Intl Airport,"Rochester, Minnesota",USA,,,"KRST/RST - Rochester Intl Airport, Rochester, Minnesota(USA)"
KROC,ROC,Greater Rochester Intl Airport,"Rochester, New York",USA,,,"KROC/ROC - Greater Rochester Intl Airport, Rochester, New York(USA)"
KRKD,RKD,Knox County Regional Airport,"Rockland, Maine",USA,,,"KRKD/RKD - Knox County Regional Airport, Rockland, Maine(USA)"
KSMF,SMF,Sacramento Intl Airport,"Sacramento, California",USA,,,"KSMF/SMF - Sacramento Intl Airport, Sacramento, California(USA)"
KMBS,MBS,MBS Intl Airport,"Saginaw, Michigan",USA,,,"KMBS/MBS - MBS Intl Airport, Saginaw, Michigan(USA)"
KSBY,SBY,Salisbury-Ocean City Wicomico Regional Airport,"Salisbury, Maryland",USA,,,"KSBY/SBY - Salisbury-Ocean City Wicomico Regional Airport, Salisbury, Maryland(USA)"
KSLC,SLC,Salt Lake City Intl Airport,"Salt Lake City, Utah",USA,,,"KSLC/SLC - Salt Lake City Intl Airport, Salt Lake City, Utah(USA)"
KSJT,SJT,San Angelo Regional Airport (Mathis Field),"San Angelo, Texas",USA,,,"KSJT/SJT - San Angelo Regional Airport (Mathis Field), San Angelo, Texas(USA)"
KSAT,SAT,San Antonio Intl Airport,"San Antonio, Texas",USA,,,"KSAT/SAT - San Antonio Intl Airport, San Antonio, Texas(USA)"
KSAN,SAN,San Diego Intl Airport,"San Diego, California",USA,,,"KSAN/SAN - San Diego Intl Airport, San Diego, California(USA)"
KSFO,SFO,San Francisco Intl Airport,"San Francisco, California",USA,,,"KSFO/SFO - San Francisco Intl Airport, San Francisco, California(USA)"
KSJC,SJC,Norman Y. Mineta San Jos,"San Jose, California",USA,,,"KSJC/SJC - Norman Y. Mineta San Jos, San Jose, California(USA)"
KSBP,SBP,San Luis Obispo County Regional Airport (McChesney Field),"San Luis Obispo, California",USA,,,"KSBP/SBP - San Luis Obispo County Regional Airport (McChesney Field), San Luis Obispo, California(USA)"
KSNA,SNA,John Wayne Airport,"Santa Ana, California",USA,,,"KSNA/SNA - John Wayne Airport, Santa Ana, California(USA)"
KSBA,SBA,Santa Barbara Municipal Airport,"Santa Barbara, California",USA,,,"KSBA/SBA - Santa Barbara Municipal Airport, Santa Barbara, California(USA)"
KSAF,SAF,Santa Fe Municipal Airport,"Santa Fe, New Mexico",USA,,,"KSAF/SAF - Santa Fe Municipal Airport, Santa Fe, New Mexico(USA)"
KSMX,SMX,Santa Maria Public Airport (Capt G. Allan Hancock Field),"Santa Maria, California",USA,,,"KSMX/SMX - Santa Maria Public Airport (Capt G. Allan Hancock Field), Santa Maria, California(USA)"
KSRQ,SRQ,Sarasota-Bradenton Intl Airport,"Sarasota / Bradenton, Florida",USA,,,"KSRQ/SRQ - Sarasota-Bradenton Intl Airport, Sarasota / Bradenton, Florida(USA)"
KCIU,CIU,Chippewa County Intl Airport,"Sault Ste. Marie, Michigan",USA,,,"KCIU/CIU - Chippewa County Intl Airport, Sault Ste. Marie, Michigan(USA)"
KSAV,SAV,Savannah/Hilton Head Intl Airport,"Savannah, Georgia",USA,,,"KSAV/SAV - Savannah/Hilton Head Intl Airport, Savannah, Georgia(USA)"
KBFI,BFI,King County Intl Airport (Boeing Field),"Seattle, Washington",USA,,,"KBFI/BFI - King County Intl Airport (Boeing Field), Seattle, Washington(USA)"
KSEA,SEA,Seattle-Tacoma Intl Airport,"Seattle-Tacoma, Washington",USA,,,"KSEA/SEA - Seattle-Tacoma Intl Airport, Seattle-Tacoma, Washington(USA)"
KSHR,SHR,Sheridan County Airport,"Sheridan, Wyoming",USA,,,"KSHR/SHR - Sheridan County Airport, Sheridan, Wyoming(USA)"
KSHV,SHV,Shreveport Regional Airport,"Shreveport, Louisiana",USA,,,"KSHV/SHV - Shreveport Regional Airport, Shreveport, Louisiana(USA)"
KSDY,SDY,Sidney-Richland Municipal Airport,"Sidney, Montana",USA,,,"KSDY/SDY - Sidney-Richland Municipal Airport, Sidney, Montana(USA)"
KSUX,SUX,Sioux Gateway Airport (Col. Bud Day Field),"Sioux City, Iowa",USA,,,"KSUX/SUX - Sioux Gateway Airport (Col. Bud Day Field), Sioux City, Iowa(USA)"
KFSD,FSD,Sioux Falls Regional Airport (Joe Foss Field),"Sioux Falls, South Dakota",USA,,,"KFSD/FSD - Sioux Falls Regional Airport (Joe Foss Field), Sioux Falls, South Dakota(USA)"
PASI,SIT,Sitka Rocky Gutierrez Airport,"Sitka, Alaska",USA,,,"PASI/SIT - Sitka Rocky Gutierrez Airport, Sitka, Alaska(USA)"
KSBN,SBN,South Bend Regional Airport,"South Bend, Indiana",USA,,,"KSBN/SBN - South Bend Regional Airport, South Bend, Indiana(USA)"
KGEG,GEG,Spokane Intl Airport (Geiger Field),"Spokane, Washington",USA,,,"KGEG/GEG - Spokane Intl Airport (Geiger Field), Spokane, Washington(USA)"
KSPI,SPI,Abraham Lincoln Capital Airport,"Springfield, Illinois",USA,,,"KSPI/SPI - Abraham Lincoln Capital Airport, Springfield, Illinois(USA)"
KSGF,SGF,Springfield-Branson Regional Airport,"Springfield, Missouri",USA,,,"KSGF/SGF - Springfield-Branson Regional Airport, Springfield, Missouri(USA)"
KSTC,STC,St. Cloud Regional Airport,"St. Cloud, Minnesota",USA,,,"KSTC/STC - St. Cloud Regional Airport, St. Cloud, Minnesota(USA)"
KSGU,SGU,St. George Municipal Airport,"St. George, Utah",USA,,,"KSGU/SGU - St. George Municipal Airport, St. George, Utah(USA)"
KSTL,STL,Lambert-St. Louis Intl Airport,"St. Louis, Missouri",USA,,,"KSTL/STL - Lambert-St. Louis Intl Airport, St. Louis, Missouri(USA)"
KPIE,PIE,St. Petersburg-Clearwater Intl Airport,"St. Petersburg, Florida",USA,,,"KPIE/PIE - St. Petersburg-Clearwater Intl Airport, St. Petersburg, Florida(USA)"
KUNV,UNV,University Park Airport,"State College, Pennsylvania",USA,,,"KUNV/UNV - University Park Airport, State College, Pennsylvania(USA)"
KSCK,SCK,Stockton Metropolitan Airport,"Stockton, California",USA,,,"KSCK/SCK - Stockton Metropolitan Airport, Stockton, California(USA)"
KSYR,SYR,Syracuse Hancock Intl Airport,"Syracuse, New York",USA,,,"KSYR/SYR - Syracuse Hancock Intl Airport, Syracuse, New York(USA)"
KTLH,TLH,Tallahassee Regional Airport,"Tallahassee, Florida",USA,,,"KTLH/TLH - Tallahassee Regional Airport, Tallahassee, Florida(USA)"
KTPA,TPA,Tampa Intl Airport,"Tampa, Florida",USA,,,"KTPA/TPA - Tampa Intl Airport, Tampa, Florida(USA)"
KTEX,TEX,Telluride Regional Airport,"Telluride, Colorado",USA,,,"KTEX/TEX - Telluride Regional Airport, Telluride, Colorado(USA)"
KTXK,TXK,Texarkana Regional Airport (Webb Field),"Texarkana, Arkansas",USA,,,"KTXK/TXK - Texarkana Regional Airport (Webb Field), Texarkana, Arkansas(USA)"
KTOL,TOL,Toledo Express Airport,"Toledo, Ohio",USA,,,"KTOL/TOL - Toledo Express Airport, Toledo, Ohio(USA)"
KFOE,FOE,Forbes Field,"Topeka, Kansas",USA,,,"KFOE/FOE - Forbes Field, Topeka, Kansas(USA)"
KTVC,TVC,Cherry Capital Airport,"Traverse City, Michigan",USA,,,"KTVC/TVC - Cherry Capital Airport, Traverse City, Michigan(USA)"
KTTN,TTN,Trenton-Mercer Airport,"Trenton, New Jersey",USA,,,"KTTN/TTN - Trenton-Mercer Airport, Trenton, New Jersey(USA)"
KTRI,TRI,Tri-Cities Regional Airport,"Tri-Cities, Tennessee",USA,,,"KTRI/TRI - Tri-Cities Regional Airport, Tri-Cities, Tennessee(USA)"
KTUS,TUS,Tucson Intl Airport,"Tucson, Arizona",USA,,,"KTUS/TUS - Tucson Intl Airport, Tucson, Arizona(USA)"
KTUL,TUL,Tulsa Intl Airport,"Tulsa, Oklahoma",USA,,,"KTUL/TUL - Tulsa Intl Airport, Tulsa, Oklahoma(USA)"
KTUP,TUP,Tupelo Regional Airport (C.D. Lemons Field),"Tupelo, Mississippi",USA,,,"KTUP/TUP - Tupelo Regional Airport (C.D. Lemons Field), Tupelo, Mississippi(USA)"
KGCN,GCN,Grand Canyon National Park Airport,"Tusayan, Arizona",USA,,,"KGCN/GCN - Grand Canyon National Park Airport, Tusayan, Arizona(USA)"
KTWF,TWF,Magic Valley Regional Airport (Joslin Field),"Twin Falls, Idaho",USA,,,"KTWF/TWF - Magic Valley Regional Airport (Joslin Field), Twin Falls, Idaho(USA)"
KTYR,TYR,Tyler Pounds Regional Airport,"Tyler, Texas",USA,,,"KTYR/TYR - Tyler Pounds Regional Airport, Tyler, Texas(USA)"
PADU,DUT,Unalaska Airport,"Unalaska, Alaska",USA,,,"PADU/DUT - Unalaska Airport, Unalaska, Alaska(USA)"
PAVD,VDZ,Valdez Airport (Pioneer Field),"Valdez, Alaska",USA,,,"PAVD/VDZ - Valdez Airport (Pioneer Field), Valdez, Alaska(USA)"
KVLD,VLD,Valdosta Regional Airport,"Valdosta, Georgia",USA,,,"KVLD/VLD - Valdosta Regional Airport, Valdosta, Georgia(USA)"
KVPS,VPS,Okaloosa Regional Airport / Eglin Air Force Base,"Valparaiso, Florida",USA,,,"KVPS/VPS - Okaloosa Regional Airport / Eglin Air Force Base, Valparaiso, Florida(USA)"
KVCT,VCT,Victoria Regional Airport,"Victoria, Texas",USA,,,"KVCT/VCT - Victoria Regional Airport, Victoria, Texas(USA)"
KVCV,VCV,Southern California Logistics Airport,"Victorville, California",USA,,,"KVCV/VCV - Southern California Logistics Airport, Victorville, California(USA)"
KMVY,MVY,Martha's Vineyard Airport,"Vineyard Haven, Massachusetts",USA,,,"KMVY/MVY - Martha's Vineyard Airport, Vineyard Haven, Massachusetts(USA)"
KACT,ACT,Waco Regional Airport,"Waco, Texas",USA,,,"KACT/ACT - Waco Regional Airport, Waco, Texas(USA)"
KALW,ALW,Walla Walla Regional Airport,"Walla Walla, Washington",USA,,,"KALW/ALW - Walla Walla Regional Airport, Walla Walla, Washington(USA)"
KALO,ALO,Waterloo Regional Airport,"Waterloo, Iowa",USA,,,"KALO/ALO - Waterloo Regional Airport, Waterloo, Iowa(USA)"
KEAT,EAT,Pangborn Memorial Airport,"Wenatchee, Washington",USA,,,"KEAT/EAT - Pangborn Memorial Airport, Wenatchee, Washington(USA)"
KPBI,PBI,Palm Beach Intl Airport,"West Palm Beach, Florida",USA,,,"KPBI/PBI - Palm Beach Intl Airport, West Palm Beach, Florida(USA)"
KHPN,HPN,Westchester County Airport,"White Plains, New York",USA,,,"KHPN/HPN - Westchester County Airport, White Plains, New York(USA)"
KSPS,SPS,Wichita Falls Municipal Airport / Sheppard Air Force Base,"Wichita Falls, Texas",USA,,,"KSPS/SPS - Wichita Falls Municipal Airport / Sheppard Air Force Base, Wichita Falls, Texas(USA)"
KICT,ICT,Wichita Mid-Continent Airport,"Wichita, Kansas",USA,,,"KICT/ICT - Wichita Mid-Continent Airport, Wichita, Kansas(USA)"
KAVP,AVP,Wilkes-Barre/Scranton Intl Airport,"Wilkes-Barre, Pennsylvania",USA,,,"KAVP/AVP - Wilkes-Barre/Scranton Intl Airport, Wilkes-Barre, Pennsylvania(USA)"
KIPT,IPT,Williamsport Regional Airport,"Williamsport, Pennsylvania",USA,,,"KIPT/IPT - Williamsport Regional Airport, Williamsport, Pennsylvania(USA)"
KILM,ILM,Wilmington Intl Airport,"Wilmington, North Carolina",USA,,,"KILM/ILM - Wilmington Intl Airport, Wilmington, North Carolina(USA)"
KBDL,BDL,Bradley Intl Airport,"Windsor Locks, Connecticut",USA,,,"KBDL/BDL - Bradley Intl Airport, Windsor Locks, Connecticut(USA)"
KORH,ORH,Worcester Regional Airport,"Worcester, Massachusetts",USA,,,"KORH/ORH - Worcester Regional Airport, Worcester, Massachusetts(USA)"
KYKM,YKM,Yakima Air Terminal (McAllister Field),"Yakima, Washington",USA,,,"KYKM/YKM - Yakima Air Terminal (McAllister Field), Yakima, Washington(USA)"
PAYA,YAK,Yakutat Airport,"Yakutat, Alaska",USA,,,"PAYA/YAK - Yakutat Airport, Yakutat, Alaska(USA)"
KYUM,YUM,Yuma Intl Airport / MCAS Yuma,"Yuma, Arizona",USA,,,"KYUM/YUM - Yuma Intl Airport / MCAS Yuma, Yuma, Arizona(USA)"
HUAR,RUA,Arua,Arua,Uganda,,,"HUAR/RUA - Arua, Arua(Uganda)"
HUEN,EBB,Entebbe Intl,Entebbe,Uganda,,,"HUEN/EBB - Entebbe Intl, Entebbe(Uganda)"
HUGU,ULU,Gulu,Gulu,Uganda,,,"HUGU/ULU - Gulu, Gulu(Uganda)"
HUJI,JIN,Jinja,Jinja,Uganda,,,"HUJI/JIN - Jinja, Jinja(Uganda)"
HUKS,KSE,Kasese,Kasese,Uganda,,,"HUKS/KSE - Kasese, Kasese(Uganda)"
HUMI,KCU,Masindi,Masindi,Uganda,,,"HUMI/KCU - Masindi, Masindi(Uganda)"
HUMA,MBQ,Mbarara,Mbarara,Uganda,,,"HUMA/MBQ - Mbarara, Mbarara(Uganda)"
HUPA,PAF,Pakuba,Pakuba,Uganda,,,"HUPA/PAF - Pakuba, Pakuba(Uganda)"
HUSO,SRT,Soroti,Soroti,Uganda,,,"HUSO/SRT - Soroti, Soroti(Uganda)"
HUTO,TRY,Tororo,Tororo,Uganda,,,"HUTO/TRY - Tororo, Tororo(Uganda)"
UKDD,DNK,Dnipropetrovsk Airport,Dnipropetrovsk,Ukraine,,,"UKDD/DNK - Dnipropetrovsk Airport, Dnipropetrovsk(Ukraine)"
UKCC,DOK,Donetsk Airport,Donetsk,Ukraine,,,"UKCC/DOK - Donetsk Airport, Donetsk(Ukraine)"
UKLI,IFO,Ivano-Frankivsk Airport,Ivano-Frankivsk,Ukraine,,,"UKLI/IFO - Ivano-Frankivsk Airport, Ivano-Frankivsk(Ukraine)"
UKHH,HRK,Osnova Airport,Kharkiv,Ukraine,,,"UKHH/HRK - Osnova Airport, Kharkiv(Ukraine)"
UKKK,IEV,Zhuliany Intl Airport,Kiev,Ukraine,,,"UKKK/IEV - Zhuliany Intl Airport, Kiev(Ukraine)"
UKBB,KBP,Boryspil Intl Airport,Kiev,Ukraine,,,"UKBB/KBP - Boryspil Intl Airport, Kiev(Ukraine)"
UKDR,KWG,Lozuvatka Intl Airport,Krivoi Rog,Ukraine,,,"UKDR/KWG - Lozuvatka Intl Airport, Krivoi Rog(Ukraine)"
UKLL,LWO,Lviv Airport,Lviv,Ukraine,,,"UKLL/LWO - Lviv Airport, Lviv(Ukraine)"
UKON,NLV,Mykolaiv Airport,Mykolaiv,Ukraine,,,"UKON/NLV - Mykolaiv Airport, Mykolaiv(Ukraine)"
UKOO,ODS,Odessa Airport,Odessa,Ukraine,,,"UKOO/ODS - Odessa Airport, Odessa(Ukraine)"
UKLR,RWN,Rivne Airport,Rivne,Ukraine,,,"UKLR/RWN - Rivne Airport, Rivne(Ukraine)"
UKFF,SIP,Simferopol Airport,Simferopol,Ukraine,,,"UKFF/SIP - Simferopol Airport, Simferopol(Ukraine)"
UKLU,UDJ,Uzhhorod Airport,Uzhhorod,Ukraine,,,"UKLU/UDJ - Uzhhorod Airport, Uzhhorod(Ukraine)"
UKWW,VIN,Vinnytsia Airport,Vinnytsia,Ukraine,,,"UKWW/VIN - Vinnytsia Airport, Vinnytsia(Ukraine)"
UKDE,OZH,Zaporizhzhia Intl Airport,Zaporizhzhia,Ukraine,,,"UKDE/OZH - Zaporizhzhia Intl Airport, Zaporizhzhia(Ukraine)"
OMAD,AZI,Bateen,Abu Dhabi,United Arab Emirates,,,"OMAD/AZI - Bateen, Abu Dhabi(United Arab Emirates)"
OMAA,AUH,Abu Dhabi Intl,Abu Dhabi,United Arab Emirates,,,"OMAA/AUH - Abu Dhabi Intl, Abu Dhabi(United Arab Emirates)"
OMAL,AAN,Al Ain Intl,Al Ain,United Arab Emirates,,,"OMAL/AAN - Al Ain Intl, Al Ain(United Arab Emirates)"
OMDB,DXB,Dubai Intl,Dubai,United Arab Emirates,,,"OMDB/DXB - Dubai Intl, Dubai(United Arab Emirates)"
OMFJ,FJR,Fujairah Intl,Fujairah,United Arab Emirates,,,"OMFJ/FJR - Fujairah Intl, Fujairah(United Arab Emirates)"
OMRK,RKT,Khaimah Intl,Ras Al Khaimah,United Arab Emirates,,,"OMRK/RKT - Khaimah Intl, Ras Al Khaimah(United Arab Emirates)"
OMSJ,SHJ,Sharjah Intl,Sharjah,United Arab Emirates,,,"OMSJ/SHJ - Sharjah Intl, Sharjah(United Arab Emirates)"
EGPD,ABZ,Aberdeen Airport,Aberdeen,United Kingdom,,,"EGPD/ABZ - Aberdeen Airport, Aberdeen(United Kingdom)"
EGEW,WRY,Westray Airport,Aikerness,United Kingdom,,,"EGEW/WRY - Westray Airport, Aikerness(United Kingdom)"
EGJA,ACI,Alderney Airport,Alderney,United Kingdom,,,"EGJA/ACI - Alderney Airport, Alderney(United Kingdom)"
EGPU,TRE,Tiree Airport,Balemartine,United Kingdom,,,"EGPU/TRE - Tiree Airport, Balemartine(United Kingdom)"
EGPR,BRR,Barra Airport,Barra,United Kingdom,,,"EGPR/BRR - Barra Airport, Barra(United Kingdom)"
EGNL,BWF,Barrow/Walney Island Airport,Barrow-in-Furness,United Kingdom,,,"EGNL/BWF - Barrow/Walney Island Airport, Barrow-in-Furness(United Kingdom)"
EGHL,QLA,Lasham Airfield,Basingstoke,United Kingdom,,,"EGHL/QLA - Lasham Airfield, Basingstoke(United Kingdom)"
EGAC,BHD,George Best Belfast City Airport,Belfast,United Kingdom,,,"EGAC/BHD - George Best Belfast City Airport, Belfast(United Kingdom)"
EGAA,BFS,Belfast Intl Airport,Belfast,United Kingdom,,,"EGAA/BFS - Belfast Intl Airport, Belfast(United Kingdom)"
EGPL,BEB,Benbecula Airport,Benbecula,United Kingdom,,,"EGPL/BEB - Benbecula Airport, Benbecula(United Kingdom)"
EGBB,BHX,Birmingham Intl Airport,Birmingham,United Kingdom,,,"EGBB/BHX - Birmingham Intl Airport, Birmingham(United Kingdom)"
EGNH,BLK,Blackpool Intl Airport,Blackpool,United Kingdom,,,"EGNH/BLK - Blackpool Intl Airport, Blackpool(United Kingdom)"
EGHH,BOH,Bournemouth Airport,Bournemouth,United Kingdom,,,"EGHH/BOH - Bournemouth Airport, Bournemouth(United Kingdom)"
EGGD,BRS,Bristol Intl Airport,Bristol,United Kingdom,,,"EGGD/BRS - Bristol Intl Airport, Bristol(United Kingdom)"
EGLK,BBS,Blackbushe Airport,Camberley,United Kingdom,,,"EGLK/BBS - Blackbushe Airport, Camberley(United Kingdom)"
EGSC,CBG,Cambridge City Airport,Cambridge,United Kingdom,,,"EGSC/CBG - Cambridge City Airport, Cambridge(United Kingdom)"
EGEC,CAL,Campbeltown Airport,Campbeltown,United Kingdom,,,"EGEC/CAL - Campbeltown Airport, Campbeltown(United Kingdom)"
EGMH,MSE,Kent Intl Airport,Canterbury,United Kingdom,,,"EGMH/MSE - Kent Intl Airport, Canterbury(United Kingdom)"
EGFF,CWL,Cardiff Intl Airport,Cardiff,United Kingdom,,,"EGFF/CWL - Cardiff Intl Airport, Cardiff(United Kingdom)"
EGNC,CAX,Carlisle Airport,Carlisle,United Kingdom,,,"EGNC/CAX - Carlisle Airport, Carlisle(United Kingdom)"
EGNR,CEG,Hawarden Airport,Chester,United Kingdom,,,"EGNR/CEG - Hawarden Airport, Chester(United Kingdom)"
EGBE,CVT,Coventry Airport,Coventry,United Kingdom,,,"EGBE/CVT - Coventry Airport, Coventry(United Kingdom)"
EGAE,LDY,City of Derry Airport,Derry,United Kingdom,,,"EGAE/LDY - City of Derry Airport, Derry(United Kingdom)"
EGPN,DND,Dundee Airport,Dundee,United Kingdom,,,"EGPN/DND - Dundee Airport, Dundee(United Kingdom)"
EGNX,EMA,Nottingham East Midlands Airport,East Midlands,United Kingdom,,,"EGNX/EMA - Nottingham East Midlands Airport, East Midlands(United Kingdom)"
EGPH,EDI,Edinburgh Airport,Edinburgh,United Kingdom,,,"EGPH/EDI - Edinburgh Airport, Edinburgh(United Kingdom)"
EGAB,ENK,Enniskillen/St Angelo Airport,Enniskillen,United Kingdom,,,"EGAB/ENK - Enniskillen/St Angelo Airport, Enniskillen(United Kingdom)"
EGTE,EXT,Exeter Intl Airport,Exeter,United Kingdom,,,"EGTE/EXT - Exeter Intl Airport, Exeter(United Kingdom)"
EGLF,FAB,Farnborough Airfield,Farnborough,United Kingdom,,,"EGLF/FAB - Farnborough Airfield, Farnborough(United Kingdom)"
EGTG,FZO,Filton Aerodrome,Filton,United Kingdom,,,"EGTG/FZO - Filton Aerodrome, Filton(United Kingdom)"
EGPF,GLA,Glasgow Intl Airport,Glasgow,United Kingdom,,,"EGPF/GLA - Glasgow Intl Airport, Glasgow(United Kingdom)"
